sexo,ano_nascimento,raca,estado_origem,cidade_origem,renda,possui_auxilio_alimentacao,possui_auxilio_transporte,possui_auxilio_residencia_moradia,grau_academico,area_conhecimento,descricao
F,1997,Pardo,Rio Grande do Norte,CAICÓ,998,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1999,Branco,Rio Grande do Norte,NATAL,189,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1996,Pardo,Rio Grande do Norte,TOUROS,2478,False,False,False,TECNOLÓGICO,Outra,APROVADO
M,1996,Pardo,Rio Grande do Norte,TOUROS,2478,False,False,False,TECNOLÓGICO,Outra,APROVADO
M,2001,Branco,Rio Grande do Norte,NATAL,1200,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1997,Pardo,Rio Grande do Norte,NATAL,1355,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
M,2001,Pardo,Rio Grande do Norte,PARNAMIRIM,2525,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1995,Branco,Rio Grande do Sul,PORTO ALEGRE,1050,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1964,Pardo,Rio Grande do Norte,NATAL,1188,False,False,False,BACHARELADO,Engenharias,INDEFERIDO
F,1964,Pardo,Rio Grande do Norte,NATAL,1188,False,False,False,BACHARELADO,Engenharias,APROVADO
F,2000,Pardo,Rio Grande do Norte,CURRAIS NOVOS,3350,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1997,Pardo,Rio Grande do Norte,CAICÓ,600,False,False,False,LICENCIATURA,Ciências Humanas,FALHOU
M,1993,Pardo,Rio Grande do Norte,ANTÔNIO MARTINS,300,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
M,1993,Pardo,Rio Grande do Norte,ANTÔNIO MARTINS,300,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1998,Branco,Rio Grande do Norte,PARNAMIRIM,998,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1996,Branco,Rio Grande do Norte,NATAL,1433,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1996,Branco,Rio Grande do Norte,NATAL,1433,False,False,False,BACHARELADO,Ciências da Saúde,FALHOU
F,1999,Pardo,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1999,Pardo,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1999,Pardo,Rio Grande do Norte,SANTO ANTÔNIO,1200,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,1998,Pardo,Rio Grande do Norte,NATAL,2078,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,2078,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
F,2000,Branco,Rio Grande do Norte,CURRAIS NOVOS,1445,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,2000,Branco,Rio Grande do Norte,CURRAIS NOVOS,1445,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1999,Pardo,Rio Grande do Norte,CAICÓ,1020,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,1998,Negro,Rio Grande do Norte,NATAL,2526,False,False,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1995,Branco,Rio Grande do Norte,PARELHAS,889,False,False,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1995,Branco,Rio Grande do Norte,PARELHAS,889,False,False,False,BACHARELADO,Ciências Agrárias,APROVADO
M,2000,Branco,Rio Grande do Norte,NATAL,1250,False,False,False,BACHARELADO,Ciências Agrárias,INDEFERIDO
M,2000,Branco,Rio Grande do Norte,NATAL,1250,False,False,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1994,Branco,Rio Grande do Norte,NATAL,680,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,2001,Pardo,Rio Grande do Norte,NATAL,2004,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,2000,Branco,Rio Grande do Norte,CAICÓ,4229,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,1999,Pardo,Rio Grande do Norte,NÃO INFORMADO,500,False,False,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1999,Negro,Rio Grande do Norte,NATAL,1000,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1999,Negro,Rio Grande do Norte,NATAL,1000,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,2208,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1998,Pardo,Rio Grande do Norte,NATAL,2208,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
M,1999,Pardo,Rio Grande do Norte,NATAL,1039,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,2000,Pardo,Rio Grande do Norte,SANTO ANTÔNIO,1223,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,2000,Pardo,Rio Grande do Norte,SANTO ANTÔNIO,1223,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Pardo,Rio Grande do Norte,GOIANINHA,2565,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1995,Pardo,Rio Grande do Norte,MACAÍBA,2800,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
M,1995,Pardo,Rio Grande do Norte,MACAÍBA,2800,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1998,Branco,Rio Grande do Norte,NATAL,2000,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1999,Negro,Rio Grande do Norte,NATAL,3026,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1999,Branco,Rio Grande do Norte,NATAL,9500,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1999,Branco,Rio Grande do Norte,NATAL,9500,False,False,False,BACHARELADO,Engenharias,APROVADO
F,1997,Pardo,Paraíba,CAMPINA GRANDE,1568,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
F,1997,Pardo,Paraíba,CAMPINA GRANDE,1568,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,1997,Pardo,Paraíba,CAMPINA GRANDE,1568,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1997,Branco,Rio Grande do Norte,NATAL,1200,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1998,Pardo,Rio Grande do Norte,CURRAIS NOVOS,1000,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
F,2000,Não Informado,Rio Grande do Norte,CURRAIS NOVOS,998,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
F,2000,Não Informado,Rio Grande do Norte,CURRAIS NOVOS,998,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,2000,Não Informado,Rio Grande do Norte,CURRAIS NOVOS,998,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1990,Branco,Rio Grande do Norte,CAICÓ,650,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,1998,Pardo,Rio Grande do Norte,SÃO JOSÉ DE MIPIBU,2163,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
F,1998,Pardo,Rio Grande do Norte,SÃO JOSÉ DE MIPIBU,2163,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1993,Não Informado,Rio Grande do Norte,CAICÓ,1300,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,1999,Pardo,Rio Grande do Norte,CARNAÚBA DOS DANTAS,2872,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
M,1999,Pardo,Rio Grande do Norte,CARNAÚBA DOS DANTAS,2872,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1999,Branco,Rio Grande do Norte,BRASÍLIA,1900,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1998,Branco,Rio Grande do Norte,NATAL,13700,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1998,Branco,Rio Grande do Norte,NATAL,13700,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,998,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,998,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Branco,Rio Grande do Norte,CAICÓ,850,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,1998,Branco,Rio Grande do Norte,CAICÓ,850,False,False,False,LICENCIATURA,Ciências Humanas,FALHOU
F,1994,Branco,Rio Grande do Norte,SÃO JOÃO DO SABUGI,1031,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,1994,Pardo,Rio Grande do Norte,CAICÓ,998,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
M,1999,Pardo,Rio Grande do Norte,SANTA CRUZ,1151,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1999,Pardo,Rio Grande do Norte,SANTA CRUZ,1151,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1999,Pardo,Rio Grande do Norte,SANTA CRUZ,1151,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,12400,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
F,2000,Branco,Rio Grande do Norte,NATAL,12400,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,2001,Pardo,Rio Grande do Norte,NATAL,925,False,False,False,LICENCIATURA,Ciências Humanas,FALHOU
M,2001,Pardo,Rio Grande do Norte,NATAL,925,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
M,1999,Branco,Rio Grande do Norte,ASSU,1000,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,2000,Pardo,Rio Grande do Norte,MACAÍBA,704,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,2000,Pardo,Rio Grande do Norte,MACAÍBA,704,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,2000,Pardo,Rio Grande do Norte,MACAÍBA,704,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1980,Pardo,Rio Grande do Norte,CAICÓ,16500,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,1980,Pardo,Rio Grande do Norte,CAICÓ,16500,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,1980,Pardo,Rio Grande do Norte,CAICÓ,16500,False,False,False,BACHARELADO,Ciências Humanas,FALHOU
F,1998,Pardo,Rio Grande do Norte,CURRAIS NOVOS,2600,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,2001,Negro,Rio Grande do Norte,NATAL,1390,False,False,False,BACHARELADO,Ciências Agrárias,APROVADO
F,2001,Negro,Rio Grande do Norte,NATAL,1390,False,False,False,BACHARELADO,Ciências Agrárias,INDEFERIDO
M,2001,Branco,Rio Grande do Norte,CAICÓ,1239,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1997,Branco,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Branco,Rio Grande do Norte,NATAL,1045,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1999,Negro,Rio Grande do Norte,NATAL,3945,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1999,Negro,Rio Grande do Norte,NATAL,3945,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1999,Negro,Rio Grande do Norte,NATAL,3945,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1999,Branco,Rio Grande do Norte,CAICÓ,998,False,False,False,LICENCIATURA,Ciências Humanas,FALHOU
F,1999,Branco,Rio Grande do Norte,CAICÓ,998,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
M,2000,Pardo,Rio Grande do Norte,NATAL,1247,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
M,2000,Pardo,Rio Grande do Norte,NATAL,1247,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1995,Branco,Rio Grande do Norte,JUCURUTU,450,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,1995,Branco,Rio Grande do Norte,JUCURUTU,450,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,1998,Pardo,Rio Grande do Norte,MACAÍBA,2842,False,False,False,TECNOLÓGICO,Outra,APROVADO
F,1998,Pardo,Rio Grande do Norte,MACAÍBA,2842,False,False,False,TECNOLÓGICO,Outra,FALHOU
F,2001,Negro,Rio Grande do Norte,MACAÍBA,2098,False,False,False,BACHARELADO,Ciências Agrárias,APROVADO
M,2000,Pardo,Rio Grande do Norte,ASSU,2545,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1987,Pardo,Rio Grande do Norte,NATAL,1900,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1997,Pardo,Rio Grande do Norte,BOA SAUDE,900,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1997,Pardo,Rio Grande do Norte,BOA SAUDE,900,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
M,1997,Branco,Rio Grande do Norte,NATAL,400,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1997,Branco,Rio Grande do Norte,NATAL,400,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1995,Negro,Rio Grande do Norte,SÃO JOÃO DO SABUGI,2078,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,1995,Negro,Rio Grande do Norte,SÃO JOÃO DO SABUGI,2078,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,2000,Branco,Rio Grande do Norte,SÃO PAULO,3050,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1998,Negro,Rio Grande do Norte,NATAL,2800,False,False,False,TECNOLÓGICO,Outra,FALHOU
M,1996,Branco,Rio Grande do Norte,CAICÓ,4673,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
M,1993,Negro,Rio Grande do Norte,SÃO PEDRO,876,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
F,1995,Pardo,São Paulo,CAMPINAS,1000,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1995,Pardo,São Paulo,CAMPINAS,1000,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1991,Branco,Rio Grande do Norte,NATAL,500,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,1984,Pardo,Rio Grande do Norte,NATAL,1998,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
M,2001,Pardo,Rio Grande do Norte,CAICÓ,100,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,1996,Branco,Rio Grande do Norte,NATAL,300,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,INDEFERIDO
M,1999,Pardo,Rio Grande do Norte,NATAL,1500,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
M,1999,Pardo,Rio Grande do Norte,NATAL,1500,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
F,1998,Pardo,Rio Grande do Norte,NATAL,3435,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Negro,Rio Grande do Norte,NATAL,3998,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,2001,Pardo,Rio Grande do Norte,NATAL,1300,False,False,False,BACHARELADO,Ciências Humanas,FALHOU
F,2001,Pardo,Rio Grande do Norte,NATAL,1300,False,False,False,BACHARELADO,Ciências Humanas,FALHOU
F,2001,Pardo,Rio Grande do Norte,NATAL,1300,False,False,False,BACHARELADO,Ciências Humanas,INDEFERIDO
M,1998,Negro,Rio Grande do Norte,NATAL,450,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,1998,Negro,Rio Grande do Norte,NATAL,450,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,1998,Pardo,Rio Grande do Norte,SANTA CRUZ,1030,False,False,False,BACHARELADO,Ciências Agrárias,APROVADO
F,1994,Branco,Rio Grande do Norte,NATAL,2000,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,INDEFERIDO
F,2000,Negro,Rio Grande do Norte,NATAL,1900,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,2000,Negro,Rio Grande do Norte,NATAL,1900,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1999,Branco,Rio Grande do Norte,NATAL,900,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2001,Branco,Rio Grande do Norte,NATAL,9822,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,1998,Pardo,Rio Grande do Norte,NÃO INFORMADO,0,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1998,Pardo,Rio Grande do Norte,NÃO INFORMADO,0,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1998,Pardo,Rio Grande do Norte,NÃO INFORMADO,0,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1966,Pardo,Rio Grande do Norte,NÃO INFORMADO,998,False,False,False,BACHARELADO,"Linguística, Letras e Artes",APROVADO
F,1966,Pardo,Rio Grande do Norte,NÃO INFORMADO,998,False,False,False,BACHARELADO,"Linguística, Letras e Artes",APROVADO
F,1966,Pardo,Rio Grande do Norte,NÃO INFORMADO,998,False,False,False,BACHARELADO,"Linguística, Letras e Artes",INDEFERIDO
F,1997,Pardo,Rio Grande do Norte,JARDIM  DO SERIDÓ,1996,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
M,1998,Branco,Rio Grande do Norte,NATAL,3800,False,False,False,BACHARELADO,Engenharias,APROVADO
M,1998,Branco,Rio Grande do Norte,NATAL,3800,False,False,False,BACHARELADO,Engenharias,FALHOU
F,1998,Pardo,Rio Grande do Norte,NATAL,1045,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,1998,Pardo,Rio Grande do Norte,NATAL,1045,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,INDEFERIDO
M,2001,Branco,Rio Grande do Norte,CAICÓ,4700,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2001,Pardo,Rio Grande do Norte,NATAL,998,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,1997,Pardo,Paraná,UNIÃO DA VITÓRIA,10365,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,1996,Branco,Rio Grande do Norte,CAICÓ,2300,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,965,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,965,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,2001,Pardo,Rio Grande do Norte,NATAL,2963,False,False,False,BACHARELADO,"Linguística, Letras e Artes",APROVADO
F,2000,Branco,Rio Grande do Norte,CAICÓ,1900,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,1993,Branco,Rio Grande do Norte,MACAU,880,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1999,Pardo,Rio Grande do Norte,CURRAIS NOVOS,1467,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1999,Pardo,Rio Grande do Norte,CURRAIS NOVOS,1467,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1996,Branco,Rio Grande do Norte,ASSU,2226,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
F,2000,Pardo,Ceará,PACAJUS,975,False,False,False,LICENCIATURA,Ciências Humanas,FALHOU
F,1998,Branco,Rio Grande do Norte,SÃO BERNARDO DO CAMPO,816,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Branco,Rio Grande do Norte,SÃO BERNARDO DO CAMPO,816,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1966,Não Informado,Rio Grande do Norte,NATAL,18000,False,False,False,BACHARELADO,"Linguística, Letras e Artes",APROVADO
F,1966,Não Informado,Rio Grande do Norte,NATAL,18000,False,False,False,BACHARELADO,"Linguística, Letras e Artes",FALHOU
F,1966,Não Informado,Rio Grande do Norte,NATAL,18000,False,False,False,BACHARELADO,"Linguística, Letras e Artes",INDEFERIDO
F,1995,Pardo,Rio Grande do Norte,CERRO CORÁ,0,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1995,Pardo,Rio Grande do Norte,CERRO CORÁ,0,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1999,Pardo,Rio Grande do Norte,NATAL,2900,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
M,1999,Pardo,Rio Grande do Norte,NATAL,2900,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1989,Branco,Rio Grande do Norte,SÃO PAULO DO POTENGI,1110,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,1984,Pardo,Rio Grande do Norte,NATAL,400,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,INDEFERIDO
F,1998,Pardo,Rio Grande do Norte,SANTANA DO MATOS,250,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1998,Pardo,Rio Grande do Norte,SANTANA DO MATOS,250,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,INDEFERIDO
F,1998,Pardo,Rio Grande do Norte,SANTANA DO MATOS,250,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1995,Branco,Rio Grande do Norte,NATAL,1786,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
M,1998,Pardo,Rio Grande do Norte,NATAL,2126,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,1961,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,2000,Branco,Rio Grande do Norte,NATAL,1961,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,1995,Branco,Rio Grande do Norte,NATAL,1203,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,INDEFERIDO
M,1999,Branco,Rio Grande do Norte,NATAL,3883,False,False,False,BACHARELADO,Ciências Humanas,FALHOU
F,2000,Branco,Rio Grande do Norte,NATAL,1045,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,INDEFERIDO
M,1992,Branco,Rio Grande do Norte,NATAL,0,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1997,Pardo,Paraíba,BELÉM,357,False,False,False,LICENCIATURA,Ciências Humanas,INDEFERIDO
F,1997,Pardo,Paraíba,BELÉM,357,False,False,False,LICENCIATURA,Ciências Humanas,FALHOU
F,1997,Pardo,Paraíba,BELÉM,357,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
M,2000,Branco,Rio Grande do Norte,NATAL,1000,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,1998,Negro,Rio Grande do Norte,NATAL,180,False,False,False,BACHARELADO,Ciências Humanas,APROVADO
F,1984,Branco,Rio Grande do Norte,NATAL,1045,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,1997,Branco,Rio Grande do Norte,NATAL,1041,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
F,1997,Branco,Rio Grande do Norte,NATAL,1041,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
M,1997,Pardo,Rio Grande do Norte,PARELHAS,1039,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,FALHOU
M,1997,Pardo,Rio Grande do Norte,PARELHAS,1039,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
F,1997,Branco,Rio Grande do Norte,LAGES,960,False,False,False,LICENCIATURA,Ciências Humanas,APROVADO
F,1999,Pardo,Rio Grande do Norte,BELÉM,1814,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,INDEFERIDO
F,1999,Pardo,Rio Grande do Norte,BELÉM,1814,False,False,False,LICENCIATURA,Ciências Sociais Aplicadas,APROVADO
F,2001,Pardo,Rio Grande do Norte,NATAL,1524,False,False,False,BACHARELADO,Ciências Sociais Aplicadas,APROVADO
M,1999,Negro,Rio Grande do Norte,ANGICOS,1445,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,INDEFERIDO
M,1999,Negro,Rio Grande do Norte,ANGICOS,1445,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
M,1982,Não Informado,Rio Grande do Norte,NATAL,1624,False,False,False,LICENCIATURA,Ciências Exatas e da Terra,APROVADO
F,1998,Pardo,Rio Grande do Norte,CAICÓ,500,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",APROVADO
F,1998,Pardo,Rio Grande do Norte,CAICÓ,500,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",INDEFERIDO
F,2001,Pardo,Rio Grande do Norte,PARELHAS,998,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
F,1999,Pardo,Rio Grande do Norte,NATAL,1247,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,1999,Pardo,Rio Grande do Norte,NATAL,1247,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1999,Pardo,Rio Grande do Norte,NATAL,3301,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1999,Branco,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,1999,Branco,Rio Grande do Norte,NATAL,0,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
M,1995,Pardo,Rio Grande do Norte,PARNAMIRIM,1976,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,2001,Pardo,Rio Grande do Norte,NATAL,1498,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
F,2001,Pardo,Rio Grande do Norte,NATAL,1498,False,False,False,BACHARELADO,Ciências Exatas e da Terra,APROVADO
F,2001,Pardo,Rio Grande do Norte,NATAL,1498,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,2000,Pardo,Ceará,ARACATI,7489,False,False,False,BACHARELADO,Ciências da Saúde,INDEFERIDO
F,2000,Pardo,Ceará,ARACATI,7489,False,False,False,BACHARELADO,Ciências da Saúde,APROVADO
M,2000,Pardo,Rio Grande do Norte,NATAL,2700,False,False,False,BACHARELADO,Ciências Exatas e da Terra,FALHOU
M,2000,Pardo,Rio Grande do Norte,NATAL,2700,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
M,1997,Pardo,Rio Grande do Norte,NÃO INFORMADO,920,False,False,False,BACHARELADO,Ciências Exatas e da Terra,INDEFERIDO
F,1999,Pardo,Rio Grande do Norte,MACAU,1802,False,False,False,LICENCIATURA,"Linguística, Letras e Artes",FALHOU
